opp_id,segment,lead_source,owner,amount,created_date,close_date,cycle_days,furthest_stage,furthest_stage_idx,outcome,loss_reason
OPP-00241,Mid-Market,Event,Rep C,7697.31,2026-05-04,2026-06-26,53.0,Negotiation,3,Lost,Price
OPP-00242,SMB,Inbound,Rep D,4105.25,2025-11-22,2025-12-06,14.0,Negotiation,3,Won,
OPP-00243,SMB,Inbound,Rep D,5874.67,2026-01-15,2026-01-26,11.0,Qualification,1,Lost,No Decision
OPP-00244,SMB,Inbound,Rep E,4738.42,2026-04-16,,,Qualification,1,Open,
OPP-00245,Mid-Market,Event,Rep B,13780.96,2026-07-03,2026-07-31,28.0,Negotiation,3,Won,
OPP-00246,Mid-Market,Outbound,Rep E,16789.9,2025-10-04,2025-12-02,59.0,Prospecting,0,Lost,Price
OPP-00247,SMB,Inbound,Rep G,2139.53,2026-01-21,2026-01-28,7.0,Negotiation,3,Won,
OPP-00248,SMB,Inbound,Rep A,3580.59,2026-05-13,2026-05-21,8.0,Proposal,2,Lost,Competitor
OPP-00249,SMB,Partner,Rep A,3944.11,2026-02-02,2026-02-21,19.0,Qualification,1,Lost,No Decision
OPP-00250,SMB,Event,Rep G,3384.99,2026-04-16,,,Proposal,2,Open,
OPP-00251,Mid-Market,Outbound,Rep G,10668.99,2025-12-15,2026-01-17,33.0,Negotiation,3,Won,
OPP-00252,SMB,Inbound,Rep H,2611.19,2025-12-17,2026-01-04,18.0,Negotiation,3,Won,
OPP-00253,SMB,Outbound,Rep D,1786.31,2026-02-22,2026-03-12,18.0,Negotiation,3,Won,
OPP-00254,Mid-Market,Outbound,Rep D,18686.01,2026-03-26,2026-06-14,80.0,Prospecting,0,Lost,Competitor
OPP-00255,SMB,Partner,Rep G,4888.67,2026-06-25,,,Qualification,1,Open,
OPP-00256,Mid-Market,Inbound,Rep E,11401.24,2025-10-17,2025-12-15,59.0,Proposal,2,Lost,Price
OPP-00257,Enterprise,Event,Rep C,96638.63,2026-03-18,2026-05-27,70.0,Negotiation,3,Won,
OPP-00258,SMB,Event,Rep B,3868.74,2026-02-11,2026-03-11,28.0,Negotiation,3,Won,
OPP-00259,SMB,Event,Rep F,2075.74,2026-02-11,2026-02-22,11.0,Negotiation,3,Won,
OPP-00260,Enterprise,Inbound,Rep H,101836.0,2025-10-08,2026-01-26,110.0,Proposal,2,Lost,Price
OPP-00261,Enterprise,Partner,Rep D,80736.82,2025-12-22,2026-03-12,80.0,Negotiation,3,Won,
OPP-00262,SMB,Inbound,Rep H,3055.21,2025-11-26,2025-12-15,19.0,Qualification,1,Lost,Price
OPP-00263,Mid-Market,Partner,Rep A,22233.54,2026-02-05,2026-04-07,61.0,Prospecting,0,Lost,Competitor
OPP-00264,Mid-Market,Event,Rep D,27041.81,2026-02-09,,,Proposal,2,Open,
OPP-00265,Mid-Market,Partner,Rep G,7601.07,2026-03-08,2026-04-23,46.0,Negotiation,3,Lost,Price
OPP-00266,Mid-Market,Inbound,Rep B,19941.03,2025-11-17,2026-01-08,52.0,Qualification,1,Lost,Price
OPP-00267,Enterprise,Partner,Rep G,53412.27,2026-05-02,2026-07-26,85.0,Qualification,1,Lost,Competitor
OPP-00268,SMB,Partner,Rep E,2917.94,2026-06-21,2026-07-18,27.0,Proposal,2,Lost,Competitor
OPP-00269,SMB,Outbound,Rep A,3370.02,2026-06-08,2026-07-04,26.0,Negotiation,3,Won,
OPP-00270,SMB,Inbound,Rep G,4184.05,2026-05-05,2026-05-27,22.0,Prospecting,0,Lost,Price
OPP-00271,SMB,Inbound,Rep C,3190.3,2025-12-03,2025-12-06,3.0,Proposal,2,Lost,Competitor
OPP-00272,SMB,Partner,Rep C,3687.84,2026-06-05,2026-06-25,20.0,Negotiation,3,Won,
OPP-00273,SMB,Inbound,Rep B,4712.22,2025-12-20,2026-01-16,27.0,Negotiation,3,Won,
OPP-00274,Enterprise,Partner,Rep A,74285.83,2026-04-11,2026-06-30,80.0,Proposal,2,Lost,Timing
OPP-00275,SMB,Outbound,Rep A,4936.54,2026-05-25,,,Qualification,1,Open,
OPP-00276,Enterprise,Outbound,Rep D,97821.65,2025-12-31,2026-03-27,86.0,Proposal,2,Lost,Competitor
OPP-00277,SMB,Inbound,Rep G,3775.05,2026-03-31,,,Qualification,1,Open,
OPP-00278,Mid-Market,Partner,Rep A,19825.28,2025-10-13,2025-11-26,44.0,Prospecting,0,Lost,No Budget
OPP-00279,SMB,Outbound,Rep B,2714.89,2025-10-04,2025-10-07,3.0,Qualification,1,Lost,Price
OPP-00280,SMB,Outbound,Rep E,3932.4,2026-06-15,2026-07-02,17.0,Proposal,2,Lost,Price
OPP-00281,SMB,Event,Rep E,5355.0,2026-01-31,2026-02-10,10.0,Prospecting,0,Lost,Price
OPP-00282,Mid-Market,Inbound,Rep G,10295.37,2026-04-21,,,Negotiation,3,Open,
OPP-00283,Enterprise,Partner,Rep A,60534.24,2026-03-08,2026-06-12,96.0,Proposal,2,Lost,Competitor
OPP-00284,Mid-Market,Event,Rep A,6738.35,2026-01-18,2026-03-14,55.0,Qualification,1,Lost,Price
OPP-00285,Mid-Market,Outbound,Rep G,14906.63,2026-03-03,2026-04-14,42.0,Negotiation,3,Lost,No Budget
OPP-00286,Mid-Market,Outbound,Rep E,22031.89,2025-10-28,2025-11-29,32.0,Negotiation,3,Lost,No Budget
OPP-00287,SMB,Outbound,Rep B,837.97,2026-03-15,2026-04-10,26.0,Proposal,2,Lost,Timing
OPP-00288,Mid-Market,Outbound,Rep B,28849.23,2025-11-08,2025-12-16,38.0,Negotiation,3,Lost,Competitor
OPP-00289,SMB,Inbound,Rep B,1472.53,2026-05-10,2026-05-28,18.0,Negotiation,3,Won,
OPP-00290,Mid-Market,Event,Rep C,19934.9,2026-05-16,2026-07-14,59.0,Proposal,2,Lost,Price
OPP-00291,Mid-Market,Outbound,Rep B,14793.43,2026-04-25,2026-06-20,56.0,Negotiation,3,Won,
OPP-00292,Enterprise,Event,Rep A,70631.31,2026-01-05,2026-04-12,97.0,Negotiation,3,Won,
OPP-00293,SMB,Inbound,Rep C,2768.08,2026-03-12,2026-03-20,8.0,Negotiation,3,Won,
OPP-00294,Mid-Market,Inbound,Rep G,18112.91,2025-11-10,2025-12-18,38.0,Negotiation,3,Lost,No Budget
OPP-00295,Mid-Market,Outbound,Rep E,16039.52,2026-02-14,2026-04-27,72.0,Prospecting,0,Lost,Competitor
OPP-00296,Mid-Market,Outbound,Rep F,27644.15,2026-06-11,2026-07-25,44.0,Qualification,1,Lost,Competitor
OPP-00297,SMB,Outbound,Rep G,2177.89,2025-10-07,2025-11-03,27.0,Prospecting,0,Lost,No Budget
OPP-00298,Mid-Market,Partner,Rep H,20511.57,2026-01-06,,,Proposal,2,Open,
OPP-00299,Mid-Market,Event,Rep A,18866.18,2026-04-21,2026-05-27,36.0,Proposal,2,Lost,No Budget
OPP-00300,Enterprise,Inbound,Rep B,77517.11,2025-10-21,2025-11-30,40.0,Negotiation,3,Won,
OPP-00301,SMB,Inbound,Rep H,2187.02,2026-01-20,2026-02-16,27.0,Proposal,2,Lost,Price
OPP-00302,SMB,Event,Rep D,3921.66,2026-06-26,2026-07-19,23.0,Proposal,2,Lost,Timing
OPP-00303,SMB,Inbound,Rep A,6030.96,2026-04-19,2026-04-23,4.0,Negotiation,3,Lost,Competitor
OPP-00304,Mid-Market,Inbound,Rep B,23876.98,2026-04-15,2026-06-20,66.0,Negotiation,3,Lost,Price
OPP-00305,Enterprise,Outbound,Rep D,92047.07,2025-12-07,2026-03-25,108.0,Prospecting,0,Lost,No Budget
OPP-00306,Enterprise,Outbound,Rep F,56446.07,2025-11-20,2026-01-25,66.0,Negotiation,3,Lost,Timing
OPP-00307,Mid-Market,Event,Rep E,24960.45,2026-04-07,2026-05-23,46.0,Negotiation,3,Lost,No Decision
OPP-00308,SMB,Partner,Rep D,1765.95,2026-01-18,2026-02-14,27.0,Negotiation,3,Won,
OPP-00309,SMB,Partner,Rep F,2868.25,2025-12-10,2025-12-29,19.0,Negotiation,3,Lost,Price
OPP-00310,Mid-Market,Outbound,Rep C,13779.15,2026-02-03,2026-03-14,39.0,Proposal,2,Lost,Timing
OPP-00311,Mid-Market,Inbound,Rep E,13218.36,2025-11-06,2026-01-13,68.0,Negotiation,3,Lost,Price
OPP-00312,Mid-Market,Inbound,Rep D,11096.32,2026-05-17,2026-06-30,44.0,Qualification,1,Lost,Timing
OPP-00313,SMB,Inbound,Rep E,3996.44,2026-03-05,2026-03-18,13.0,Negotiation,3,Lost,Competitor
OPP-00314,Enterprise,Inbound,Rep C,95192.18,2025-11-04,2026-04-19,166.0,Negotiation,3,Won,
OPP-00315,Enterprise,Inbound,Rep B,84275.28,2025-10-03,2025-12-19,77.0,Negotiation,3,Lost,No Budget
OPP-00316,SMB,Inbound,Rep C,2366.16,2026-01-21,2026-02-08,18.0,Negotiation,3,Won,
OPP-00317,SMB,Outbound,Rep F,5153.97,2026-02-11,2026-02-25,14.0,Negotiation,3,Lost,Competitor
OPP-00318,SMB,Partner,Rep E,2667.61,2026-05-08,2026-06-02,25.0,Negotiation,3,Won,
OPP-00319,SMB,Inbound,Rep B,4930.26,2026-06-10,,,Proposal,2,Open,
OPP-00320,Mid-Market,Event,Rep H,24680.44,2026-02-10,2026-04-03,52.0,Prospecting,0,Lost,Competitor
OPP-00321,SMB,Event,Rep E,2735.68,2026-07-09,2026-07-30,21.0,Negotiation,3,Lost,Price
OPP-00322,Mid-Market,Inbound,Rep D,17010.18,2025-12-07,,,Qualification,1,Open,
OPP-00323,SMB,Outbound,Rep A,4934.89,2026-04-27,2026-05-01,4.0,Negotiation,3,Lost,Price
OPP-00324,Mid-Market,Inbound,Rep D,8886.46,2026-02-14,2026-04-25,70.0,Negotiation,3,Won,
OPP-00325,Mid-Market,Partner,Rep F,35207.71,2025-10-15,2025-12-19,65.0,Negotiation,3,Won,
OPP-00326,SMB,Inbound,Rep E,4569.08,2025-10-14,2025-10-28,14.0,Prospecting,0,Lost,Price
OPP-00327,Mid-Market,Inbound,Rep F,25553.07,2026-06-14,2026-07-11,27.0,Prospecting,0,Lost,No Decision
OPP-00328,Enterprise,Partner,Rep A,66029.86,2026-03-20,2026-06-02,74.0,Proposal,2,Lost,Timing
OPP-00329,Mid-Market,Outbound,Rep D,16853.65,2026-01-08,,,Prospecting,0,Open,
OPP-00330,SMB,Outbound,Rep G,5256.76,2026-03-22,2026-04-03,12.0,Negotiation,3,Won,
OPP-00331,Mid-Market,Inbound,Rep E,13963.11,2025-12-25,2026-02-01,38.0,Proposal,2,Lost,Competitor
OPP-00332,Mid-Market,Outbound,Rep D,21922.3,2025-12-23,,,Qualification,1,Open,
OPP-00333,SMB,Outbound,Rep D,1527.14,2025-10-11,2025-10-22,11.0,Prospecting,0,Lost,Price
OPP-00334,SMB,Inbound,Rep A,2369.24,2025-10-01,2025-10-14,13.0,Negotiation,3,Won,
OPP-00335,Mid-Market,Inbound,Rep C,23902.22,2025-10-07,2025-10-28,21.0,Negotiation,3,Won,
OPP-00336,SMB,Inbound,Rep H,5886.74,2026-07-24,,,Negotiation,3,Open,
OPP-00337,Enterprise,Inbound,Rep G,102264.37,2026-04-18,,,Proposal,2,Open,
OPP-00338,Enterprise,Inbound,Rep F,123362.25,2026-03-28,2026-07-18,112.0,Prospecting,0,Lost,No Budget
OPP-00339,Mid-Market,Outbound,Rep F,16914.09,2026-04-23,,,Qualification,1,Open,
OPP-00340,Enterprise,Inbound,Rep F,89415.78,2025-10-14,2026-01-06,84.0,Proposal,2,Lost,No Budget
OPP-00341,Mid-Market,Outbound,Rep E,28705.19,2026-03-23,2026-05-07,45.0,Prospecting,0,Lost,Price
OPP-00342,SMB,Event,Rep B,1016.71,2025-11-19,2025-12-02,13.0,Qualification,1,Lost,Timing
OPP-00343,Enterprise,Event,Rep H,102902.98,2026-04-07,2026-07-15,99.0,Qualification,1,Lost,Price
OPP-00344,SMB,Event,Rep B,2005.24,2025-10-30,2025-11-11,12.0,Negotiation,3,Won,
OPP-00345,Mid-Market,Inbound,Rep G,8154.5,2026-01-23,2026-03-24,60.0,Negotiation,3,Won,
OPP-00346,Enterprise,Outbound,Rep C,43030.9,2026-02-15,2026-06-06,111.0,Proposal,2,Lost,Competitor
OPP-00347,SMB,Outbound,Rep B,1470.36,2026-03-03,2026-03-28,25.0,Negotiation,3,Lost,Timing
OPP-00348,SMB,Outbound,Rep A,3415.23,2026-04-14,2026-04-21,7.0,Prospecting,0,Lost,Timing
OPP-00349,Mid-Market,Inbound,Rep C,27951.39,2026-03-07,,,Proposal,2,Open,
OPP-00350,SMB,Partner,Rep C,2801.85,2026-04-18,2026-05-07,19.0,Negotiation,3,Lost,Price
OPP-00351,SMB,Inbound,Rep C,2507.82,2026-02-21,2026-02-24,3.0,Negotiation,3,Won,
OPP-00352,SMB,Inbound,Rep G,1096.37,2026-05-16,,,Negotiation,3,Open,
OPP-00353,SMB,Inbound,Rep B,1977.58,2025-10-02,2025-11-05,34.0,Qualification,1,Lost,No Decision
OPP-00354,Mid-Market,Outbound,Rep H,12510.19,2026-05-29,2026-07-11,43.0,Prospecting,0,Lost,No Budget
OPP-00355,Mid-Market,Outbound,Rep G,27956.04,2025-11-25,2026-01-12,48.0,Proposal,2,Lost,Price
OPP-00356,Enterprise,Inbound,Rep D,68011.13,2025-11-12,2026-01-23,72.0,Prospecting,0,Lost,No Decision
OPP-00357,Mid-Market,Partner,Rep A,16142.48,2026-03-13,2026-04-20,38.0,Negotiation,3,Won,
OPP-00358,SMB,Inbound,Rep G,2470.13,2026-05-10,2026-05-24,14.0,Negotiation,3,Won,
OPP-00359,SMB,Outbound,Rep G,500.0,2026-02-16,,,Negotiation,3,Open,
OPP-00360,SMB,Inbound,Rep E,2182.95,2025-11-25,2025-12-18,23.0,Proposal,2,Lost,No Budget
OPP-00361,SMB,Outbound,Rep C,4637.38,2025-12-25,2026-01-15,21.0,Proposal,2,Lost,Competitor
OPP-00362,Mid-Market,Inbound,Rep G,19405.95,2025-11-13,2025-12-22,39.0,Negotiation,3,Won,
OPP-00363,SMB,Inbound,Rep F,1598.64,2025-11-08,2025-11-18,10.0,Proposal,2,Lost,No Decision
OPP-00364,SMB,Inbound,Rep C,3298.86,2025-10-16,2025-11-22,37.0,Negotiation,3,Won,
OPP-00365,SMB,Inbound,Rep F,6115.07,2026-06-01,2026-06-12,11.0,Negotiation,3,Lost,Timing
OPP-00366,SMB,Inbound,Rep B,1111.79,2025-11-21,2025-12-17,26.0,Negotiation,3,Won,
OPP-00367,SMB,Event,Rep E,4108.99,2026-07-14,,,Prospecting,0,Open,
OPP-00368,Mid-Market,Outbound,Rep F,24561.64,2025-10-21,2025-11-23,33.0,Proposal,2,Lost,No Budget
OPP-00369,Enterprise,Outbound,Rep C,112341.34,2025-10-01,2026-02-04,126.0,Qualification,1,Lost,No Budget
OPP-00370,SMB,Inbound,Rep A,4823.22,2026-05-26,,,Proposal,2,Open,
OPP-00371,SMB,Inbound,Rep C,1763.8,2026-04-11,2026-04-19,8.0,Prospecting,0,Lost,Price
OPP-00372,Enterprise,Partner,Rep C,59584.95,2026-04-03,2026-07-18,106.0,Negotiation,3,Won,
OPP-00373,SMB,Inbound,Rep H,1312.61,2026-04-13,2026-05-11,28.0,Prospecting,0,Lost,No Budget
OPP-00374,SMB,Inbound,Rep G,2403.33,2026-05-20,2026-06-09,20.0,Prospecting,0,Lost,Timing
OPP-00375,Mid-Market,Inbound,Rep C,17061.81,2026-01-27,,,Prospecting,0,Open,
OPP-00376,SMB,Inbound,Rep E,2922.65,2025-12-20,2026-01-11,22.0,Negotiation,3,Lost,Competitor
OPP-00377,Enterprise,Inbound,Rep B,122247.33,2026-03-02,2026-06-25,115.0,Negotiation,3,Lost,No Budget
OPP-00378,SMB,Outbound,Rep A,3570.03,2025-10-30,2025-11-09,10.0,Prospecting,0,Lost,Price
OPP-00379,Mid-Market,Inbound,Rep A,8465.64,2025-11-23,2025-12-16,23.0,Prospecting,0,Lost,No Decision
OPP-00380,Mid-Market,Outbound,Rep D,25173.3,2026-05-07,2026-06-14,38.0,Qualification,1,Lost,Price
OPP-00381,Mid-Market,Inbound,Rep A,25146.18,2026-03-21,2026-04-26,36.0,Prospecting,0,Lost,Competitor
OPP-00382,SMB,Partner,Rep C,4812.39,2026-02-09,2026-03-16,35.0,Proposal,2,Lost,Competitor
OPP-00383,SMB,Event,Rep D,2905.88,2025-10-18,,,Qualification,1,Open,
OPP-00384,Mid-Market,Inbound,Rep A,14606.88,2026-03-05,2026-04-27,53.0,Negotiation,3,Won,
OPP-00385,Mid-Market,Inbound,Rep H,12031.15,2025-10-04,2025-11-21,48.0,Negotiation,3,Lost,No Budget
OPP-00386,Mid-Market,Outbound,Rep A,17686.87,2026-06-24,2026-07-17,23.0,Negotiation,3,Won,
OPP-00387,SMB,Inbound,Rep G,1685.15,2026-06-14,2026-06-29,15.0,Qualification,1,Lost,Timing
OPP-00388,SMB,Inbound,Rep F,2530.44,2026-03-23,2026-04-03,11.0,Prospecting,0,Lost,Price
OPP-00389,SMB,Inbound,Rep E,500.0,2026-03-14,2026-03-25,11.0,Proposal,2,Lost,Price
OPP-00390,SMB,Outbound,Rep G,4609.89,2026-04-20,2026-05-04,14.0,Negotiation,3,Won,
OPP-00391,SMB,Event,Rep E,2125.51,2025-11-16,2025-12-08,22.0,Prospecting,0,Lost,No Decision
OPP-00392,SMB,Event,Rep A,7632.77,2026-03-07,2026-03-29,22.0,Proposal,2,Lost,No Decision
OPP-00393,SMB,Inbound,Rep C,3207.34,2026-06-29,,,Prospecting,0,Open,
OPP-00394,Enterprise,Inbound,Rep F,28781.01,2026-02-20,,,Proposal,2,Open,
OPP-00395,Mid-Market,Event,Rep G,18448.96,2026-02-17,2026-03-23,34.0,Prospecting,0,Lost,No Budget
OPP-00396,SMB,Outbound,Rep E,3731.99,2026-04-02,2026-04-11,9.0,Negotiation,3,Won,
OPP-00397,Enterprise,Event,Rep A,33610.77,2025-12-27,2026-03-25,88.0,Prospecting,0,Lost,Timing
OPP-00398,Enterprise,Partner,Rep F,72919.51,2025-12-12,,,Proposal,2,Open,
OPP-00399,Mid-Market,Inbound,Rep D,17608.38,2025-12-17,2025-12-28,11.0,Negotiation,3,Won,
OPP-00400,SMB,Event,Rep C,2575.26,2026-05-04,2026-05-24,20.0,Proposal,2,Lost,Competitor
OPP-00401,SMB,Inbound,Rep B,2581.17,2026-06-24,,,Negotiation,3,Open,
OPP-00402,Mid-Market,Outbound,Rep D,17485.65,2026-04-09,2026-05-30,51.0,Qualification,1,Lost,Competitor
OPP-00403,Enterprise,Outbound,Rep G,48351.79,2025-12-19,2026-04-10,112.0,Negotiation,3,Lost,No Decision
OPP-00404,Enterprise,Outbound,Rep C,121814.92,2026-02-22,2026-04-12,49.0,Proposal,2,Lost,Timing
OPP-00405,SMB,Outbound,Rep D,681.46,2026-06-04,2026-06-21,17.0,Negotiation,3,Won,
OPP-00406,Mid-Market,Partner,Rep F,18805.92,2026-01-10,2026-03-10,59.0,Negotiation,3,Won,
OPP-00407,Mid-Market,Partner,Rep G,11150.91,2026-03-26,2026-06-21,87.0,Negotiation,3,Won,
OPP-00408,Enterprise,Partner,Rep A,134121.46,2026-03-16,2026-06-08,84.0,Negotiation,3,Won,
OPP-00409,Mid-Market,Partner,Rep H,16011.31,2025-10-26,2026-01-07,73.0,Proposal,2,Lost,Price
OPP-00410,SMB,Partner,Rep H,2192.55,2026-02-14,2026-03-03,17.0,Negotiation,3,Lost,Price
OPP-00411,Mid-Market,Inbound,Rep D,11397.88,2026-02-21,2026-04-03,41.0,Negotiation,3,Won,
OPP-00412,SMB,Outbound,Rep D,6095.84,2026-05-24,2026-06-21,28.0,Qualification,1,Lost,Competitor
OPP-00413,SMB,Partner,Rep D,1036.36,2026-03-26,2026-04-17,22.0,Proposal,2,Lost,No Decision
OPP-00414,SMB,Event,Rep C,4311.51,2026-05-22,2026-06-17,26.0,Prospecting,0,Lost,Price
OPP-00415,SMB,Inbound,Rep G,3362.18,2025-12-10,2026-01-08,29.0,Negotiation,3,Won,
OPP-00416,Mid-Market,Partner,Rep F,27254.95,2026-04-19,2026-06-12,54.0,Negotiation,3,Lost,Price
OPP-00417,Mid-Market,Inbound,Rep D,21574.96,2025-10-13,2025-11-06,24.0,Negotiation,3,Lost,No Decision
OPP-00418,SMB,Inbound,Rep C,3018.87,2026-06-21,,,Prospecting,0,Open,
OPP-00419,SMB,Inbound,Rep E,5352.31,2026-01-02,2026-01-23,21.0,Proposal,2,Lost,No Budget
OPP-00420,SMB,Inbound,Rep B,3706.88,2026-04-04,2026-04-11,7.0,Negotiation,3,Lost,No Budget
OPP-00421,Mid-Market,Event,Rep B,16135.22,2025-10-29,2025-12-03,35.0,Proposal,2,Lost,No Budget
OPP-00422,SMB,Partner,Rep F,500.0,2026-02-27,2026-03-24,25.0,Negotiation,3,Won,
OPP-00423,Mid-Market,Inbound,Rep D,18793.59,2026-01-17,2026-02-12,26.0,Qualification,1,Lost,Price
OPP-00424,SMB,Inbound,Rep A,4088.56,2025-11-14,2025-12-08,24.0,Prospecting,0,Lost,Price
OPP-00425,Enterprise,Event,Rep B,38185.97,2025-11-10,,,Proposal,2,Open,
OPP-00426,SMB,Outbound,Rep H,1464.53,2026-01-07,2026-01-26,19.0,Qualification,1,Lost,Competitor
OPP-00427,SMB,Inbound,Rep C,6739.11,2026-02-01,2026-02-15,14.0,Negotiation,3,Won,
OPP-00428,SMB,Inbound,Rep C,5187.26,2025-10-12,2025-10-30,18.0,Negotiation,3,Won,
OPP-00429,Mid-Market,Partner,Rep H,22515.79,2025-10-13,,,Prospecting,0,Open,
OPP-00430,Enterprise,Inbound,Rep D,115161.55,2025-10-11,2026-02-18,130.0,Proposal,2,Lost,No Budget
OPP-00431,Mid-Market,Event,Rep B,32154.76,2026-05-10,2026-06-24,45.0,Negotiation,3,Lost,No Decision
OPP-00432,SMB,Outbound,Rep G,2742.83,2026-02-06,2026-02-13,7.0,Negotiation,3,Lost,Price
OPP-00433,Mid-Market,Partner,Rep E,16082.06,2026-03-13,2026-04-04,22.0,Qualification,1,Lost,No Budget
OPP-00434,Mid-Market,Outbound,Rep H,23033.65,2026-05-03,2026-06-26,54.0,Negotiation,3,Won,
OPP-00435,Mid-Market,Inbound,Rep G,20817.09,2025-10-23,2025-11-30,38.0,Negotiation,3,Lost,Competitor
OPP-00436,SMB,Inbound,Rep H,3731.83,2025-11-16,2025-12-08,22.0,Negotiation,3,Won,
OPP-00437,SMB,Inbound,Rep G,1969.59,2026-01-05,2026-01-23,18.0,Negotiation,3,Lost,No Decision
OPP-00438,Mid-Market,Partner,Rep A,20992.37,2026-03-05,,,Negotiation,3,Open,
OPP-00439,Enterprise,Inbound,Rep G,129897.75,2025-11-22,2026-02-01,71.0,Negotiation,3,Lost,Price
OPP-00440,SMB,Outbound,Rep A,3783.54,2025-11-14,2025-11-30,16.0,Proposal,2,Lost,Timing
OPP-00441,SMB,Inbound,Rep B,3120.91,2025-12-31,2026-01-11,11.0,Negotiation,3,Won,
OPP-00442,SMB,Outbound,Rep G,4044.62,2026-03-08,,,Proposal,2,Open,
OPP-00443,Mid-Market,Inbound,Rep F,19974.62,2025-12-11,2026-01-28,48.0,Negotiation,3,Lost,No Budget
OPP-00444,Mid-Market,Inbound,Rep D,28811.15,2025-12-13,2026-01-16,34.0,Proposal,2,Lost,Competitor
OPP-00445,Mid-Market,Outbound,Rep E,24300.0,2026-04-04,,,Qualification,1,Open,
OPP-00446,Mid-Market,Inbound,Rep C,16408.06,2026-03-12,2026-04-18,37.0,Negotiation,3,Lost,No Budget
OPP-00447,SMB,Inbound,Rep F,4139.08,2026-01-13,2026-02-02,20.0,Qualification,1,Lost,Timing
OPP-00448,SMB,Partner,Rep D,984.15,2026-04-10,2026-05-01,21.0,Qualification,1,Lost,Competitor
OPP-00449,SMB,Outbound,Rep A,3562.66,2025-12-01,,,Negotiation,3,Open,
OPP-00450,Enterprise,Outbound,Rep A,86491.79,2025-10-04,2026-03-01,148.0,Negotiation,3,Lost,Timing
OPP-00451,SMB,Event,Rep B,510.6,2026-07-02,2026-07-11,9.0,Negotiation,3,Won,
OPP-00452,Mid-Market,Outbound,Rep A,20107.79,2026-03-02,2026-04-30,59.0,Prospecting,0,Lost,Price
OPP-00453,SMB,Partner,Rep G,2631.75,2026-05-14,2026-06-10,27.0,Negotiation,3,Won,
OPP-00454,Mid-Market,Outbound,Rep F,24711.65,2026-01-02,2026-03-06,63.0,Proposal,2,Lost,Competitor
OPP-00455,Mid-Market,Outbound,Rep D,11227.57,2026-04-29,2026-07-15,77.0,Proposal,2,Lost,Timing
OPP-00456,SMB,Event,Rep B,2745.62,2026-03-02,,,Proposal,2,Open,
OPP-00457,SMB,Inbound,Rep D,2859.02,2025-10-25,,,Negotiation,3,Open,
OPP-00458,SMB,Outbound,Rep B,2477.45,2025-11-30,,,Negotiation,3,Open,
OPP-00459,SMB,Outbound,Rep H,1178.0,2026-04-20,,,Prospecting,0,Open,
OPP-00460,Enterprise,Event,Rep E,143248.16,2025-12-03,,,Prospecting,0,Open,
OPP-00461,SMB,Inbound,Rep F,1081.94,2026-01-31,,,Proposal,2,Open,
OPP-00462,SMB,Outbound,Rep H,5109.92,2025-11-27,,,Proposal,2,Open,
OPP-00463,SMB,Outbound,Rep B,2606.84,2026-03-20,2026-04-01,12.0,Prospecting,0,Lost,Price
OPP-00464,SMB,Event,Rep D,2045.26,2025-10-23,2025-11-12,20.0,Negotiation,3,Won,
OPP-00465,SMB,Inbound,Rep H,6669.48,2025-11-24,2025-11-29,5.0,Negotiation,3,Won,
OPP-00466,Enterprise,Inbound,Rep C,38785.19,2025-11-12,2025-12-09,27.0,Qualification,1,Lost,Competitor
OPP-00467,Enterprise,Inbound,Rep E,46443.24,2025-11-17,2026-03-11,114.0,Negotiation,3,Won,
OPP-00468,Mid-Market,Inbound,Rep H,10606.14,2026-04-17,2026-06-12,56.0,Proposal,2,Lost,Competitor
OPP-00469,Enterprise,Outbound,Rep B,136815.86,2026-01-22,,,Prospecting,0,Open,
OPP-00470,SMB,Partner,Rep D,2924.12,2026-01-31,2026-02-28,28.0,Negotiation,3,Won,
OPP-00471,Enterprise,Outbound,Rep E,70729.42,2026-02-28,2026-06-03,95.0,Proposal,2,Lost,No Budget
OPP-00472,Mid-Market,Partner,Rep C,21618.93,2026-01-14,2026-02-21,38.0,Negotiation,3,Lost,Price
OPP-00473,Mid-Market,Inbound,Rep B,19642.17,2026-05-02,2026-07-11,70.0,Proposal,2,Lost,Competitor
OPP-00474,SMB,Inbound,Rep G,2616.54,2026-03-16,2026-03-31,15.0,Negotiation,3,Won,
OPP-00475,SMB,Inbound,Rep C,1637.91,2026-06-21,2026-07-11,20.0,Prospecting,0,Lost,Price
OPP-00476,SMB,Partner,Rep F,2025.59,2025-12-05,2025-12-12,7.0,Proposal,2,Lost,No Budget
OPP-00477,Enterprise,Inbound,Rep E,55669.33,2026-03-09,,,Proposal,2,Open,
OPP-00478,Mid-Market,Partner,Rep E,17208.72,2026-04-16,2026-06-22,67.0,Negotiation,3,Lost,Price
OPP-00479,Mid-Market,Event,Rep H,11788.27,2026-06-19,2026-07-19,30.0,Qualification,1,Lost,No Decision
OPP-00480,SMB,Outbound,Rep G,1913.14,2026-04-28,2026-05-17,19.0,Proposal,2,Lost,Competitor
OPP-00481,SMB,Outbound,Rep D,834.83,2026-05-23,2026-06-02,10.0,Prospecting,0,Lost,Price
OPP-00482,SMB,Inbound,Rep A,2187.6,2026-01-26,2026-02-17,22.0,Proposal,2,Lost,Competitor
